col,row,snr
2.570000000000000000e+02,1.130000000000000000e+02,3.000000000000000000e+00
5.000000000000000000e+01,5.900000000000000000e+01,3.114172087279335699e+00
4.000000000000000000e+01,1.500000000000000000e+02,3.000000000000000000e+00
2.420000000000000000e+02,8.800000000000000000e+01,3.000000000000000000e+00
1.860000000000000000e+02,9.900000000000000000e+01,3.000000000000000000e+00
1.500000000000000000e+01,1.450000000000000000e+02,3.251767275877918806e+00
2.580000000000000000e+02,1.290000000000000000e+02,3.300941391737081787e+00
2.690000000000000000e+02,1.320000000000000000e+02,3.000000000000000000e+00
3.800000000000000000e+01,1.800000000000000000e+02,3.000000000000000000e+00
2.550000000000000000e+02,5.800000000000000000e+01,4.822733542784690464e+00
1.890000000000000000e+02,7.500000000000000000e+01,3.000000000000000000e+00
5.600000000000000000e+01,1.740000000000000000e+02,3.000000000000000000e+00
2.520000000000000000e+02,1.420000000000000000e+02,3.452831252705572673e+00
2.860000000000000000e+02,1.300000000000000000e+01,3.268602647681210449e+00
2.930000000000000000e+02,1.340000000000000000e+02,3.000000000000000000e+00
1.900000000000000000e+02,1.420000000000000000e+02,3.720091783066986402e+00
2.000000000000000000e+01,5.100000000000000000e+01,3.286604989473040028e+00
2.210000000000000000e+02,2.900000000000000000e+01,5.530024447736792581e+00
7.700000000000000000e+01,1.800000000000000000e+02,3.000000000000000000e+00
2.870000000000000000e+02,1.700000000000000000e+01,3.000000000000000000e+00
5.600000000000000000e+01,1.300000000000000000e+02,3.364737090507550654e+00
2.800000000000000000e+02,5.400000000000000000e+01,3.223651903855377476e+00
1.900000000000000000e+01,1.170000000000000000e+02,3.000000000000000000e+00
2.890000000000000000e+02,1.300000000000000000e+01,3.000000000000000000e+00
2.720000000000000000e+02,1.340000000000000000e+02,3.000000000000000000e+00
2.630000000000000000e+02,8.000000000000000000e+00,3.857855499488309192e+00
2.550000000000000000e+02,9.600000000000000000e+01,3.453901488105029394e+00
1.910000000000000000e+02,5.600000000000000000e+01,3.000000000000000000e+00
2.730000000000000000e+02,1.000000000000000000e+02,3.050678956146942955e+00
1.690000000000000000e+02,9.200000000000000000e+01,4.331663686934116519e+00
2.480000000000000000e+02,5.500000000000000000e+01,3.070430332628563797e+00
2.620000000000000000e+02,1.020000000000000000e+02,4.300452375775896563e+00
2.360000000000000000e+02,8.100000000000000000e+01,3.000000000000000000e+00
7.400000000000000000e+01,7.200000000000000000e+01,3.000000000000000000e+00
1.880000000000000000e+02,1.000000000000000000e+02,3.000000000000000000e+00
2.820000000000000000e+02,6.700000000000000000e+01,4.268553704799449733e+00
2.870000000000000000e+02,6.400000000000000000e+01,4.233855083966695076e+00
2.500000000000000000e+02,1.310000000000000000e+02,3.000000000000000000e+00
2.270000000000000000e+02,3.400000000000000000e+01,3.133858469194148899e+00
6.400000000000000000e+01,1.290000000000000000e+02,3.000000000000000000e+00
7.900000000000000000e+01,1.340000000000000000e+02,3.000000000000000000e+00
2.940000000000000000e+02,1.300000000000000000e+02,3.059134724678831851e+00
2.070000000000000000e+02,7.100000000000000000e+01,3.000000000000000000e+00
4.400000000000000000e+01,1.250000000000000000e+02,3.000000000000000000e+00
3.600000000000000000e+01,1.130000000000000000e+02,3.000000000000000000e+00
2.710000000000000000e+02,1.220000000000000000e+02,3.000000000000000000e+00
2.290000000000000000e+02,8.300000000000000000e+01,3.107290440692593414e+00
2.620000000000000000e+02,8.100000000000000000e+01,3.859302395987095124e+00
2.540000000000000000e+02,7.200000000000000000e+01,3.000000000000000000e+00
1.840000000000000000e+02,1.140000000000000000e+02,3.401518128006632669e+00
