col,row,snr
2.780000000000000000e+02,3.100000000000000000e+01,4.220373144284618405e+00
1.940000000000000000e+02,1.330000000000000000e+02,3.000000000000000000e+00
4.600000000000000000e+01,1.760000000000000000e+02,3.000000000000000000e+00
2.200000000000000000e+01,1.600000000000000000e+02,4.557958469242791466e+00
2.310000000000000000e+02,1.270000000000000000e+02,3.238283846184748072e+00
2.280000000000000000e+02,7.500000000000000000e+01,3.053167244683932413e+00
2.550000000000000000e+02,6.700000000000000000e+01,3.751436853855834919e+00
1.200000000000000000e+01,1.650000000000000000e+02,4.003798922427147744e+00
8.000000000000000000e+01,1.490000000000000000e+02,3.000000000000000000e+00
5.900000000000000000e+01,1.520000000000000000e+02,3.000000000000000000e+00
2.610000000000000000e+02,1.380000000000000000e+02,3.909776628178140978e+00
2.820000000000000000e+02,1.250000000000000000e+02,3.000000000000000000e+00
2.570000000000000000e+02,9.400000000000000000e+01,3.000000000000000000e+00
9.000000000000000000e+00,1.520000000000000000e+02,3.000000000000000000e+00
4.300000000000000000e+01,5.500000000000000000e+01,3.653361593880856795e+00
4.900000000000000000e+01,1.970000000000000000e+02,3.000000000000000000e+00
4.700000000000000000e+01,6.100000000000000000e+01,3.180959744401436584e+00
4.900000000000000000e+01,6.800000000000000000e+01,3.936045521639102596e+00
2.850000000000000000e+02,7.300000000000000000e+01,4.018136694918496232e+00
2.880000000000000000e+02,1.000000000000000000e+01,3.000000000000000000e+00
2.900000000000000000e+01,1.760000000000000000e+02,3.000000000000000000e+00
2.810000000000000000e+02,1.190000000000000000e+02,4.103066237949870576e+00
2.560000000000000000e+02,1.200000000000000000e+01,3.718058154604264587e+00
7.400000000000000000e+01,6.100000000000000000e+01,3.000000000000000000e+00
2.770000000000000000e+02,9.100000000000000000e+01,3.000000000000000000e+00
2.390000000000000000e+02,1.150000000000000000e+02,3.000000000000000000e+00
2.330000000000000000e+02,7.700000000000000000e+01,4.454958146360657345e+00
7.300000000000000000e+01,1.170000000000000000e+02,4.053756300133331436e+00
2.090000000000000000e+02,7.900000000000000000e+01,3.000000000000000000e+00
2.210000000000000000e+02,2.900000000000000000e+01,3.000000000000000000e+00
2.800000000000000000e+02,2.700000000000000000e+01,3.000000000000000000e+00
1.300000000000000000e+01,1.750000000000000000e+02,4.304146552425477168e+00
4.700000000000000000e+01,1.510000000000000000e+02,3.000000000000000000e+00
6.700000000000000000e+01,4.600000000000000000e+01,3.920091182527819740e+00
2.700000000000000000e+02,1.100000000000000000e+02,3.000000000000000000e+00
2.470000000000000000e+02,5.800000000000000000e+01,3.283336644300622442e+00
2.680000000000000000e+02,9.400000000000000000e+01,3.000000000000000000e+00
2.670000000000000000e+02,1.280000000000000000e+02,3.665871626415090123e+00
2.620000000000000000e+02,9.200000000000000000e+01,4.566701230198359163e+00
2.810000000000000000e+02,1.340000000000000000e+02,3.000000000000000000e+00
2.910000000000000000e+02,2.200000000000000000e+01,3.000000000000000000e+00
2.280000000000000000e+02,1.080000000000000000e+02,4.555545615618246558e+00
2.620000000000000000e+02,3.400000000000000000e+01,4.351896531544367619e+00
7.500000000000000000e+01,1.590000000000000000e+02,3.000000000000000000e+00
6.200000000000000000e+01,7.500000000000000000e+01,3.000000000000000000e+00
2.470000000000000000e+02,3.200000000000000000e+01,3.000000000000000000e+00
5.500000000000000000e+01,1.630000000000000000e+02,3.674082180853569746e+00
6.100000000000000000e+01,6.900000000000000000e+01,3.569481877874331577e+00
5.800000000000000000e+01,1.100000000000000000e+02,3.000000000000000000e+00
2.740000000000000000e+02,6.500000000000000000e+01,3.000000000000000000e+00
