col,row,snr
2.860000000000000000e+02,1.060000000000000000e+02,9.373254616184720334e+00
5.300000000000000000e+01,7.400000000000000000e+01,8.102395646195773793e+00
2.200000000000000000e+01,1.910000000000000000e+02,7.784699353551787659e+00
1.710000000000000000e+02,1.260000000000000000e+02,8.444301398320732233e+00
2.130000000000000000e+02,1.300000000000000000e+02,6.767285932789635083e+00
2.420000000000000000e+02,9.800000000000000000e+01,1.019059873144368034e+01
7.600000000000000000e+01,1.260000000000000000e+02,8.887365318662446612e+00
6.900000000000000000e+01,1.190000000000000000e+02,7.633763267613629111e+00
3.400000000000000000e+01,5.200000000000000000e+01,1.001610795025511358e+01
2.210000000000000000e+02,1.170000000000000000e+02,9.352475830628611320e+00
2.590000000000000000e+02,1.900000000000000000e+01,1.010507892129774987e+01
3.700000000000000000e+01,1.170000000000000000e+02,9.864830127205687305e+00
2.740000000000000000e+02,8.500000000000000000e+01,8.241189538161085792e+00
2.240000000000000000e+02,1.330000000000000000e+02,9.219570963260940388e+00
2.880000000000000000e+02,6.000000000000000000e+01,8.720612787419689482e+00
2.650000000000000000e+02,8.200000000000000000e+01,8.372808398117605577e+00
6.200000000000000000e+01,1.760000000000000000e+02,1.004667952654178542e+01
2.240000000000000000e+02,6.900000000000000000e+01,9.941749370828869559e+00
2.520000000000000000e+02,1.300000000000000000e+02,8.706950595427251471e+00
5.500000000000000000e+01,1.430000000000000000e+02,8.867745539093620621e+00
1.740000000000000000e+02,1.170000000000000000e+02,6.591927887776591888e+00
3.700000000000000000e+01,1.490000000000000000e+02,8.857627868544929228e+00
2.580000000000000000e+02,6.000000000000000000e+01,8.236547706190638252e+00
2.800000000000000000e+01,1.160000000000000000e+02,1.121730060546418173e+01
2.400000000000000000e+01,1.650000000000000000e+02,8.954216588327780002e+00
2.490000000000000000e+02,9.000000000000000000e+00,7.832230804455404538e+00
2.580000000000000000e+02,7.500000000000000000e+01,9.571269510078408871e+00
2.470000000000000000e+02,1.360000000000000000e+02,8.386590534767041305e+00
7.100000000000000000e+01,8.200000000000000000e+01,7.377697555158861498e+00
5.900000000000000000e+01,5.700000000000000000e+01,8.813756985076222961e+00
4.400000000000000000e+01,1.420000000000000000e+02,9.630577999654947874e+00
6.900000000000000000e+01,1.670000000000000000e+02,8.499543968074979361e+00
3.800000000000000000e+01,1.640000000000000000e+02,9.144057481784706454e+00
2.910000000000000000e+02,7.300000000000000000e+01,9.006869686404863629e+00
2.240000000000000000e+02,7.400000000000000000e+01,9.991812609448293969e+00
2.660000000000000000e+02,7.600000000000000000e+01,7.746104427846310259e+00
1.890000000000000000e+02,5.900000000000000000e+01,9.319120127258443631e+00
3.300000000000000000e+01,1.400000000000000000e+02,8.851569581372313422e+00
2.900000000000000000e+02,1.390000000000000000e+02,8.172453760590119742e+00
4.400000000000000000e+01,1.860000000000000000e+02,8.481206686739126255e+00
4.300000000000000000e+01,1.350000000000000000e+02,9.851277378847992594e+00
7.100000000000000000e+01,1.270000000000000000e+02,6.037508470782533720e+00
2.300000000000000000e+02,3.200000000000000000e+01,6.463286194515243110e+00
2.890000000000000000e+02,2.900000000000000000e+01,1.160265324787396324e+01
2.830000000000000000e+02,4.100000000000000000e+01,8.347675247453672398e+00
1.790000000000000000e+02,1.140000000000000000e+02,9.695673315283682925e+00
4.900000000000000000e+01,1.770000000000000000e+02,9.559993010748012665e+00
2.730000000000000000e+02,5.800000000000000000e+01,8.331243516496034118e+00
2.880000000000000000e+02,9.200000000000000000e+01,8.270789064048335248e+00
3.900000000000000000e+01,1.780000000000000000e+02,9.310465213598451584e+00
