col,row,snr
8.600000000000000000e+01,1.770000000000000000e+02,1.100685412973590438e+01
5.700000000000000000e+01,7.000000000000000000e+01,1.243533159288891987e+01
7.700000000000000000e+01,1.600000000000000000e+02,1.412065961895837773e+01
1.520000000000000000e+02,9.900000000000000000e+01,1.251649413627922769e+01
2.260000000000000000e+02,1.080000000000000000e+02,1.224878118703999874e+01
2.810000000000000000e+02,1.000000000000000000e+02,1.275799328382034581e+01
2.690000000000000000e+02,1.460000000000000000e+02,1.337809938296969392e+01
2.320000000000000000e+02,1.320000000000000000e+02,1.492456389408148709e+01
2.150000000000000000e+02,3.400000000000000000e+01,1.207304644499981983e+01
2.690000000000000000e+02,9.200000000000000000e+01,1.322513677646805696e+01
2.470000000000000000e+02,5.100000000000000000e+01,1.300949265256849507e+01
6.600000000000000000e+01,5.300000000000000000e+01,1.275682973604396508e+01
2.710000000000000000e+02,1.350000000000000000e+02,1.395800975589128257e+01
2.660000000000000000e+02,4.200000000000000000e+01,1.308614944897592380e+01
2.350000000000000000e+02,1.240000000000000000e+02,1.377512174671892886e+01
1.760000000000000000e+02,1.220000000000000000e+02,1.296416205476808692e+01
2.920000000000000000e+02,1.180000000000000000e+02,1.201013900559020264e+01
4.300000000000000000e+01,1.850000000000000000e+02,1.222790082650830179e+01
1.970000000000000000e+02,5.700000000000000000e+01,1.324042269551923923e+01
2.640000000000000000e+02,7.200000000000000000e+01,1.269968444117353989e+01
1.950000000000000000e+02,1.440000000000000000e+02,1.195916331174392511e+01
2.580000000000000000e+02,8.700000000000000000e+01,1.209507841120030314e+01
6.200000000000000000e+01,1.490000000000000000e+02,1.373416895560534279e+01
2.340000000000000000e+02,9.100000000000000000e+01,1.180522555481325853e+01
7.000000000000000000e+01,1.530000000000000000e+02,1.286225482528844211e+01
1.800000000000000000e+02,1.430000000000000000e+02,1.370727509046259485e+01
2.560000000000000000e+02,7.800000000000000000e+01,1.224678952539199273e+01
1.560000000000000000e+02,1.020000000000000000e+02,1.302642448683138099e+01
2.660000000000000000e+02,8.200000000000000000e+01,1.361872084424562424e+01
5.300000000000000000e+01,1.510000000000000000e+02,1.395230108802742208e+01
7.500000000000000000e+01,1.840000000000000000e+02,1.209049005074959204e+01
1.610000000000000000e+02,1.380000000000000000e+02,1.435969008411071712e+01
4.300000000000000000e+01,1.940000000000000000e+02,1.121745237540137019e+01
1.300000000000000000e+01,1.070000000000000000e+02,1.368004543329186617e+01
1.990000000000000000e+02,6.700000000000000000e+01,1.392598045178888100e+01
6.500000000000000000e+01,6.500000000000000000e+01,1.197141851425089953e+01
1.790000000000000000e+02,1.000000000000000000e+02,1.276414509417032583e+01
1.920000000000000000e+02,1.240000000000000000e+02,1.431162009017990222e+01
2.600000000000000000e+02,1.190000000000000000e+02,1.249340420959124032e+01
2.060000000000000000e+02,3.700000000000000000e+01,1.270632904546665287e+01
8.800000000000000000e+01,1.850000000000000000e+02,1.516109163151706696e+01
2.590000000000000000e+02,9.500000000000000000e+01,1.204058591408010059e+01
2.190000000000000000e+02,1.330000000000000000e+02,1.252058822244255509e+01
2.910000000000000000e+02,4.800000000000000000e+01,1.250915443636025870e+01
2.570000000000000000e+02,4.200000000000000000e+01,1.275970141731189322e+01
1.970000000000000000e+02,9.300000000000000000e+01,1.175166730951736582e+01
2.360000000000000000e+02,1.360000000000000000e+02,1.312916598627365872e+01
3.800000000000000000e+01,1.360000000000000000e+02,1.233630912376034061e+01
2.640000000000000000e+02,5.300000000000000000e+01,1.237134782310580228e+01
4.200000000000000000e+01,1.910000000000000000e+02,1.292949634828918981e+01
