col,row,snr
6.100000000000000000e+01,7.000000000000000000e+01,6.822295190969102308e+00
7.000000000000000000e+01,9.100000000000000000e+01,1.052689644327192120e+01
2.270000000000000000e+02,1.420000000000000000e+02,8.924691202105906385e+00
3.100000000000000000e+01,1.460000000000000000e+02,7.567066974744894203e+00
6.500000000000000000e+01,1.780000000000000000e+02,1.178926113627812988e+01
2.430000000000000000e+02,5.000000000000000000e+00,1.030955601099158514e+01
2.600000000000000000e+01,4.300000000000000000e+01,1.075225407279914513e+01
8.000000000000000000e+00,1.450000000000000000e+02,6.204194886777999685e+00
1.930000000000000000e+02,6.400000000000000000e+01,1.167883025030199917e+01
1.680000000000000000e+02,1.150000000000000000e+02,9.787558233179550982e+00
5.600000000000000000e+01,7.900000000000000000e+01,1.281097409922708863e+01
2.670000000000000000e+02,6.900000000000000000e+01,1.236026738122721902e+01
1.600000000000000000e+01,1.880000000000000000e+02,9.265391299686630333e+00
1.900000000000000000e+01,8.900000000000000000e+01,8.683912950158976685e+00
1.700000000000000000e+02,1.300000000000000000e+01,1.114689480660949883e+01
2.610000000000000000e+02,1.300000000000000000e+02,3.282871954336115117e+00
5.700000000000000000e+01,6.900000000000000000e+01,8.112451080238784584e+00
5.200000000000000000e+01,1.840000000000000000e+02,7.749181060673718591e+00
1.200000000000000000e+01,6.100000000000000000e+01,9.684167059516651577e+00
8.300000000000000000e+01,1.780000000000000000e+02,9.150181282892571488e+00
1.550000000000000000e+02,1.380000000000000000e+02,6.526823981096280036e+00
2.680000000000000000e+02,5.100000000000000000e+01,1.016975777792905689e+01
2.500000000000000000e+02,1.420000000000000000e+02,6.755283161473064624e+00
1.550000000000000000e+02,1.360000000000000000e+02,1.750309364536203560e+01
6.100000000000000000e+01,1.500000000000000000e+02,9.863394767295252663e+00
2.770000000000000000e+02,2.900000000000000000e+01,4.973041228287558013e+00
2.400000000000000000e+02,1.000000000000000000e+02,1.257935263780461810e+01
7.400000000000000000e+01,1.500000000000000000e+02,1.112558245832771142e+01
2.400000000000000000e+01,3.700000000000000000e+01,8.733711437955966161e+00
1.300000000000000000e+01,5.800000000000000000e+01,1.091834725023445785e+01
