col,row,snr
1.560000000000000000e+02,1.270000000000000000e+02,8.236281597083824124e+00
5.800000000000000000e+01,1.790000000000000000e+02,1.017679243455381410e+01
2.700000000000000000e+02,1.880000000000000000e+02,1.037335327409814134e+01
1.530000000000000000e+02,1.270000000000000000e+02,8.972237861887263577e+00
7.900000000000000000e+01,1.440000000000000000e+02,8.651313025089756081e+00
2.000000000000000000e+01,9.000000000000000000e+01,8.510329230020676761e+00
1.200000000000000000e+01,7.600000000000000000e+01,7.651084620045080165e+00
1.100000000000000000e+01,7.700000000000000000e+01,8.387714979374839785e+00
2.450000000000000000e+02,5.200000000000000000e+01,9.223451211529001270e+00
2.750000000000000000e+02,7.900000000000000000e+01,1.091077119604912582e+01
2.770000000000000000e+02,8.000000000000000000e+01,7.859292302178880085e+00
2.850000000000000000e+02,1.400000000000000000e+01,9.170307675058699814e+00
1.560000000000000000e+02,1.380000000000000000e+02,8.552943270651912400e+00
2.030000000000000000e+02,2.000000000000000000e+01,7.108104815374558072e+00
1.800000000000000000e+01,1.300000000000000000e+02,1.084419482710922011e+01
2.440000000000000000e+02,4.800000000000000000e+01,9.191757485700779995e+00
1.240000000000000000e+02,1.890000000000000000e+02,8.955113872315184409e+00
1.710000000000000000e+02,8.500000000000000000e+01,8.945819966994411843e+00
8.800000000000000000e+01,9.000000000000000000e+01,1.081249700234381095e+01
2.140000000000000000e+02,1.700000000000000000e+01,9.524652818993416759e+00
1.590000000000000000e+02,1.240000000000000000e+02,8.388983123363383143e+00
2.340000000000000000e+02,4.400000000000000000e+01,9.080455357315544873e+00
2.700000000000000000e+01,4.700000000000000000e+01,8.237749391370162044e+00
2.780000000000000000e+02,8.700000000000000000e+01,9.399204199208645250e+00
2.880000000000000000e+02,1.420000000000000000e+02,9.910401221969049601e+00
2.770000000000000000e+02,1.260000000000000000e+02,1.017769171314853871e+01
2.620000000000000000e+02,7.300000000000000000e+01,7.189197963105625533e+00
2.150000000000000000e+02,1.800000000000000000e+01,9.884653917518100741e+00
2.070000000000000000e+02,1.310000000000000000e+02,7.540018828663295203e+00
6.300000000000000000e+01,1.490000000000000000e+02,8.788944388247545092e+00
2.900000000000000000e+02,1.410000000000000000e+02,9.044830263111762747e+00
