col,row,snr
1.800000000000000000e+02,1.410000000000000000e+02,4.488041789595033748e+00
2.200000000000000000e+01,1.490000000000000000e+02,3.908153209454862775e+00
2.550000000000000000e+02,1.150000000000000000e+02,3.411243460658385018e+00
2.340000000000000000e+02,2.300000000000000000e+01,4.985723324602818529e+00
2.610000000000000000e+02,8.000000000000000000e+01,6.359296005769449422e+00
9.000000000000000000e+00,1.010000000000000000e+02,6.235082459813265032e+00
7.600000000000000000e+01,1.670000000000000000e+02,4.204211844372440332e+00
2.480000000000000000e+02,1.200000000000000000e+02,3.603997010290632019e+00
3.700000000000000000e+01,1.190000000000000000e+02,5.561202344623326077e+00
2.900000000000000000e+01,1.400000000000000000e+02,4.455110129968518962e+00
2.660000000000000000e+02,6.200000000000000000e+01,3.000000000000000000e+00
4.700000000000000000e+01,5.100000000000000000e+01,6.884239992448813794e+00
5.400000000000000000e+01,1.400000000000000000e+02,5.845543482506064592e+00
7.900000000000000000e+01,1.610000000000000000e+02,5.170101207427174828e+00
6.000000000000000000e+00,1.050000000000000000e+02,5.746436183842288159e+00
7.000000000000000000e+01,1.400000000000000000e+02,4.646584738293857875e+00
2.270000000000000000e+02,7.400000000000000000e+01,5.035283405928690392e+00
8.200000000000000000e+01,2.040000000000000000e+02,5.634044803759293174e+00
2.300000000000000000e+01,1.900000000000000000e+02,5.012080427901182134e+00
4.900000000000000000e+01,1.870000000000000000e+02,4.790877631922082713e+00
2.670000000000000000e+02,3.300000000000000000e+01,5.528145352727583450e+00
1.980000000000000000e+02,6.500000000000000000e+01,4.510873832096944369e+00
2.510000000000000000e+02,5.200000000000000000e+01,7.525820891919880573e+00
2.560000000000000000e+02,8.700000000000000000e+01,4.242124724703280947e+00
1.680000000000000000e+02,1.250000000000000000e+02,5.280716367851305826e+00
2.910000000000000000e+02,7.600000000000000000e+01,5.868315945930013378e+00
2.810000000000000000e+02,5.800000000000000000e+01,4.605100458723126344e+00
1.100000000000000000e+01,1.040000000000000000e+02,4.616541672372574290e+00
1.910000000000000000e+02,1.210000000000000000e+02,5.707734280066230959e+00
7.200000000000000000e+01,1.800000000000000000e+02,4.688272393795996251e+00
2.390000000000000000e+02,2.700000000000000000e+01,6.089013286666425273e+00
2.100000000000000000e+02,4.000000000000000000e+01,3.761937114702653240e+00
1.650000000000000000e+02,1.320000000000000000e+02,5.572543974907269160e+00
2.550000000000000000e+02,1.170000000000000000e+02,6.224197382171555937e+00
2.340000000000000000e+02,1.090000000000000000e+02,5.383799209635493632e+00
4.500000000000000000e+01,1.190000000000000000e+02,5.802343672473242009e+00
6.700000000000000000e+01,1.880000000000000000e+02,4.620341972660448882e+00
4.100000000000000000e+01,1.530000000000000000e+02,5.173744255066938358e+00
4.200000000000000000e+01,1.530000000000000000e+02,5.633784726220269157e+00
4.400000000000000000e+01,1.560000000000000000e+02,4.692414337107343236e+00
2.690000000000000000e+02,1.100000000000000000e+01,3.146650992359074639e+00
2.010000000000000000e+02,5.000000000000000000e+01,3.421547199812167150e+00
4.500000000000000000e+01,6.200000000000000000e+01,5.650673936030772282e+00
2.700000000000000000e+02,1.490000000000000000e+02,5.334453402869979932e+00
5.100000000000000000e+01,7.400000000000000000e+01,6.555343610121755482e+00
1.900000000000000000e+02,5.700000000000000000e+01,5.232201774208881773e+00
7.500000000000000000e+01,1.660000000000000000e+02,5.860711779615778383e+00
7.900000000000000000e+01,1.520000000000000000e+02,5.345845844817536552e+00
2.490000000000000000e+02,3.900000000000000000e+01,6.910111348063223247e+00
2.000000000000000000e+02,6.300000000000000000e+01,6.751533581471022671e+00
