col,row,snr
1.980000000000000000e+02,1.280000000000000000e+02,1.020317857224799951e+01
2.810000000000000000e+02,1.250000000000000000e+02,1.081305699822034505e+01
2.930000000000000000e+02,1.260000000000000000e+02,1.260360121920179211e+01
2.290000000000000000e+02,8.700000000000000000e+01,1.273702609850625755e+01
6.400000000000000000e+01,4.200000000000000000e+01,1.032507933259420163e+01
6.500000000000000000e+01,1.640000000000000000e+02,1.049921776950311880e+01
2.610000000000000000e+02,6.200000000000000000e+01,1.220665225553924671e+01
4.700000000000000000e+01,2.010000000000000000e+02,1.083370105924088733e+01
3.600000000000000000e+01,5.800000000000000000e+01,1.125739522970702566e+01
2.290000000000000000e+02,6.500000000000000000e+01,1.019190510682274109e+01
2.300000000000000000e+02,4.100000000000000000e+01,1.182574037140588352e+01
2.890000000000000000e+02,1.150000000000000000e+02,1.165642959150058111e+01
2.510000000000000000e+02,7.500000000000000000e+01,1.183792296166891234e+01
5.300000000000000000e+01,1.310000000000000000e+02,9.260930516796507916e+00
5.000000000000000000e+01,6.600000000000000000e+01,9.857100838690515232e+00
2.560000000000000000e+02,1.310000000000000000e+02,1.159298689558107398e+01
2.800000000000000000e+02,1.020000000000000000e+02,1.252946547321027282e+01
2.640000000000000000e+02,5.400000000000000000e+01,1.070052291258466148e+01
5.300000000000000000e+01,1.660000000000000000e+02,1.012845867006608458e+01
2.750000000000000000e+02,9.600000000000000000e+01,1.088279444631732851e+01
2.510000000000000000e+02,9.900000000000000000e+01,1.126544246697344320e+01
1.910000000000000000e+02,9.100000000000000000e+01,1.140487758431337895e+01
1.700000000000000000e+01,1.770000000000000000e+02,1.242145467156288952e+01
3.300000000000000000e+01,1.560000000000000000e+02,1.137392551288990461e+01
2.280000000000000000e+02,6.500000000000000000e+01,1.176066881524260843e+01
2.880000000000000000e+02,3.400000000000000000e+01,1.107211657834021423e+01
2.720000000000000000e+02,1.300000000000000000e+02,1.056746303315769175e+01
4.100000000000000000e+01,1.660000000000000000e+02,1.161564914271817983e+01
1.700000000000000000e+01,1.690000000000000000e+02,9.578862225399840113e+00
5.100000000000000000e+01,1.530000000000000000e+02,1.189562382700857768e+01
2.440000000000000000e+02,8.900000000000000000e+01,1.005847569577854550e+01
6.400000000000000000e+01,1.960000000000000000e+02,1.160795369502025309e+01
2.820000000000000000e+02,4.900000000000000000e+01,1.101804151547493760e+01
5.900000000000000000e+01,1.220000000000000000e+02,9.292282438723834304e+00
5.700000000000000000e+01,1.430000000000000000e+02,9.915002813691994987e+00
2.800000000000000000e+01,1.770000000000000000e+02,1.095913189483852435e+01
2.380000000000000000e+02,1.390000000000000000e+02,1.034472350357681769e+01
2.460000000000000000e+02,8.100000000000000000e+01,1.001446508234357147e+01
2.710000000000000000e+02,2.400000000000000000e+01,1.259239318282756592e+01
3.600000000000000000e+01,5.500000000000000000e+01,1.161552490899285495e+01
6.100000000000000000e+01,1.670000000000000000e+02,1.075232511713801209e+01
2.520000000000000000e+02,6.900000000000000000e+01,1.090303893746812669e+01
4.400000000000000000e+01,5.100000000000000000e+01,1.125271653444886866e+01
2.510000000000000000e+02,1.220000000000000000e+02,1.096601580034795909e+01
2.580000000000000000e+02,9.600000000000000000e+01,9.275508660193990451e+00
2.000000000000000000e+01,1.570000000000000000e+02,1.101035904457883952e+01
2.820000000000000000e+02,4.600000000000000000e+01,1.326908147917419356e+01
2.910000000000000000e+02,1.470000000000000000e+02,8.904436267806422833e+00
7.300000000000000000e+01,1.220000000000000000e+02,9.718813612308661476e+00
2.030000000000000000e+02,1.050000000000000000e+02,1.234542418574456235e+01
