col,row,snr
6.000000000000000000e+01,1.350000000000000000e+02,6.843101172699973311e+00
1.770000000000000000e+02,1.250000000000000000e+02,6.538468832379694895e+00
2.580000000000000000e+02,1.320000000000000000e+02,6.964674171788998613e+00
2.000000000000000000e+02,8.000000000000000000e+01,6.734956882029577763e+00
1.810000000000000000e+02,1.010000000000000000e+02,8.202685208949100470e+00
5.400000000000000000e+01,4.600000000000000000e+01,7.942034173321486534e+00
1.900000000000000000e+01,1.800000000000000000e+02,7.166116837773331305e+00
2.820000000000000000e+02,1.460000000000000000e+02,6.523262471944816454e+00
2.350000000000000000e+02,1.300000000000000000e+02,8.561892577170658214e+00
2.420000000000000000e+02,1.030000000000000000e+02,6.396433378723086705e+00
2.830000000000000000e+02,1.320000000000000000e+02,8.092176914707987834e+00
5.400000000000000000e+01,6.400000000000000000e+01,8.122814648518319913e+00
2.940000000000000000e+02,8.300000000000000000e+01,7.703409430378775902e+00
7.100000000000000000e+01,7.900000000000000000e+01,7.036204859001755629e+00
2.900000000000000000e+02,1.450000000000000000e+02,6.320860512869355574e+00
7.900000000000000000e+01,1.760000000000000000e+02,6.199029900260416781e+00
2.600000000000000000e+02,1.350000000000000000e+02,8.522915227824986673e+00
2.670000000000000000e+02,3.400000000000000000e+01,7.463373516779308048e+00
2.670000000000000000e+02,1.010000000000000000e+02,5.832715620868006212e+00
3.600000000000000000e+01,1.770000000000000000e+02,7.183121058370897316e+00
2.760000000000000000e+02,9.100000000000000000e+01,6.157068954909699521e+00
9.000000000000000000e+00,1.600000000000000000e+02,5.333915881021315641e+00
5.500000000000000000e+01,7.200000000000000000e+01,5.845736783239749990e+00
2.130000000000000000e+02,3.800000000000000000e+01,9.237972035143542371e+00
6.800000000000000000e+01,1.210000000000000000e+02,6.316130137357730767e+00
5.200000000000000000e+01,1.570000000000000000e+02,5.898955383970063693e+00
2.500000000000000000e+01,4.700000000000000000e+01,6.591112899257321800e+00
2.780000000000000000e+02,5.200000000000000000e+01,6.474200521810568709e+00
6.600000000000000000e+01,7.100000000000000000e+01,6.166598343340376154e+00
2.560000000000000000e+02,9.100000000000000000e+01,6.221691515181371201e+00
1.460000000000000000e+02,1.020000000000000000e+02,7.317274797984459234e+00
2.710000000000000000e+02,4.600000000000000000e+01,5.757502272620883765e+00
2.430000000000000000e+02,5.000000000000000000e+01,8.230507423124773680e+00
6.200000000000000000e+01,1.300000000000000000e+02,5.295979655545580478e+00
8.000000000000000000e+01,1.890000000000000000e+02,7.551131551726092184e+00
2.700000000000000000e+01,1.630000000000000000e+02,5.643478853121741246e+00
4.900000000000000000e+01,1.220000000000000000e+02,7.805233213564561900e+00
2.880000000000000000e+02,1.240000000000000000e+02,4.696698940347765472e+00
2.790000000000000000e+02,8.000000000000000000e+00,8.327679961201789993e+00
5.900000000000000000e+01,7.100000000000000000e+01,8.019876932628489996e+00
2.650000000000000000e+02,1.410000000000000000e+02,6.141391788442766675e+00
8.000000000000000000e+00,1.210000000000000000e+02,6.763195232378198085e+00
2.150000000000000000e+02,1.130000000000000000e+02,6.591283852823311307e+00
1.810000000000000000e+02,1.120000000000000000e+02,7.102767293142550287e+00
2.680000000000000000e+02,7.200000000000000000e+01,7.664690917807106096e+00
7.000000000000000000e+00,1.940000000000000000e+02,6.805505073922336834e+00
5.800000000000000000e+01,1.550000000000000000e+02,5.035217646056710628e+00
3.500000000000000000e+01,1.410000000000000000e+02,8.254388899756852638e+00
5.100000000000000000e+01,1.620000000000000000e+02,5.802878522141562634e+00
1.730000000000000000e+02,8.000000000000000000e+01,7.727695384694408531e+00
