col,row,snr
2.280000000000000000e+02,7.600000000000000000e+01,7.376275336085131862e+00
4.300000000000000000e+01,1.190000000000000000e+02,6.831871681069104696e+00
2.390000000000000000e+02,8.400000000000000000e+01,7.637970384980759420e+00
2.690000000000000000e+02,1.210000000000000000e+02,8.599809799229529261e+00
2.480000000000000000e+02,1.500000000000000000e+01,6.628585037128394752e+00
5.000000000000000000e+01,1.970000000000000000e+02,1.240183442330867436e+01
2.790000000000000000e+02,1.400000000000000000e+02,1.295555980289842068e+01
1.740000000000000000e+02,8.000000000000000000e+01,8.032192428640017923e+00
3.200000000000000000e+01,1.710000000000000000e+02,9.589387066201979337e+00
7.200000000000000000e+01,1.910000000000000000e+02,7.352584549062569863e+00
7.000000000000000000e+00,1.720000000000000000e+02,9.847334488336343838e+00
2.540000000000000000e+02,8.000000000000000000e+00,1.287495932327897030e+01
2.180000000000000000e+02,7.400000000000000000e+01,6.563714705494350099e+00
2.340000000000000000e+02,6.800000000000000000e+01,9.932186408572047043e+00
4.800000000000000000e+01,4.300000000000000000e+01,9.214448997767139105e+00
2.540000000000000000e+02,1.100000000000000000e+01,9.740673360362741562e+00
2.520000000000000000e+02,5.200000000000000000e+01,6.042750406114802963e+00
2.060000000000000000e+02,1.080000000000000000e+02,1.383748473187719696e+01
3.700000000000000000e+01,1.400000000000000000e+02,6.697927425742689955e+00
2.420000000000000000e+02,5.500000000000000000e+01,7.677087971971009672e+00
6.200000000000000000e+01,1.550000000000000000e+02,1.423836048862849957e+01
2.750000000000000000e+02,1.460000000000000000e+02,8.879409547104815559e+00
6.100000000000000000e+01,4.600000000000000000e+01,1.361546465678046047e+01
6.900000000000000000e+01,5.800000000000000000e+01,7.656083606556940424e+00
5.600000000000000000e+01,6.300000000000000000e+01,1.100074721179822390e+01
2.300000000000000000e+02,1.180000000000000000e+02,1.373252319472763361e+01
2.210000000000000000e+02,6.800000000000000000e+01,9.431887378511914832e+00
2.500000000000000000e+02,5.200000000000000000e+01,1.383726007140293035e+01
3.100000000000000000e+01,1.310000000000000000e+02,9.963298664344879541e+00
2.230000000000000000e+02,3.900000000000000000e+01,9.030368912332116693e+00
2.070000000000000000e+02,1.600000000000000000e+02,6.732780098630602339e+00
2.640000000000000000e+02,1.140000000000000000e+02,8.880525990217135401e+00
5.000000000000000000e+01,1.280000000000000000e+02,1.130740161010517930e+01
6.600000000000000000e+01,1.610000000000000000e+02,1.013901898522547462e+01
2.220000000000000000e+02,3.600000000000000000e+01,1.295292722834982513e+01
6.400000000000000000e+01,1.990000000000000000e+02,9.147480960614055689e+00
2.600000000000000000e+01,1.270000000000000000e+02,9.120680382020903920e+00
5.900000000000000000e+01,1.810000000000000000e+02,1.128222705315456942e+01
7.600000000000000000e+01,2.040000000000000000e+02,1.077967366557860807e+01
