col,row,snr
2.280000000000000000e+02,7.600000000000000000e+01,1.064571822646403021e+01
4.300000000000000000e+01,1.190000000000000000e+02,1.198210017840798258e+01
2.390000000000000000e+02,8.400000000000000000e+01,1.175476198910591563e+01
2.690000000000000000e+02,1.210000000000000000e+02,1.127985517829063156e+01
2.480000000000000000e+02,1.500000000000000000e+01,6.208206544220853829e+00
5.000000000000000000e+01,1.970000000000000000e+02,9.790791631080775659e+00
2.790000000000000000e+02,1.400000000000000000e+02,1.266339657125160301e+01
1.740000000000000000e+02,8.000000000000000000e+01,7.279017235416449516e+00
3.200000000000000000e+01,1.710000000000000000e+02,1.265530866538256305e+01
7.200000000000000000e+01,1.910000000000000000e+02,1.140226016181006763e+01
7.000000000000000000e+00,1.720000000000000000e+02,1.100830579893396255e+01
2.540000000000000000e+02,8.000000000000000000e+00,8.964039530545433010e+00
2.180000000000000000e+02,7.400000000000000000e+01,7.114355041182964356e+00
2.340000000000000000e+02,6.800000000000000000e+01,1.368475744960123741e+01
4.800000000000000000e+01,4.300000000000000000e+01,1.007096858341213519e+01
2.540000000000000000e+02,1.100000000000000000e+01,1.238136298189672857e+01
2.520000000000000000e+02,5.200000000000000000e+01,1.203434945383780530e+01
2.060000000000000000e+02,1.080000000000000000e+02,1.191550007244076959e+01
3.700000000000000000e+01,1.400000000000000000e+02,1.139557056589758233e+01
2.420000000000000000e+02,5.500000000000000000e+01,1.256388145014908275e+01
6.200000000000000000e+01,1.550000000000000000e+02,1.421016872074963189e+01
2.750000000000000000e+02,1.460000000000000000e+02,7.187735247288172147e+00
6.100000000000000000e+01,4.600000000000000000e+01,1.449853707905682398e+01
6.900000000000000000e+01,5.800000000000000000e+01,1.412761242264913619e+01
5.600000000000000000e+01,6.300000000000000000e+01,9.086787223157925197e+00
2.300000000000000000e+02,1.180000000000000000e+02,7.606570193354466269e+00
2.210000000000000000e+02,6.800000000000000000e+01,9.290780337496288510e+00
2.500000000000000000e+02,5.200000000000000000e+01,1.151829657212736713e+01
3.100000000000000000e+01,1.310000000000000000e+02,8.088370263245311165e+00
2.230000000000000000e+02,3.900000000000000000e+01,9.831873675808441959e+00
2.070000000000000000e+02,1.600000000000000000e+02,8.082012081587654606e+00
2.640000000000000000e+02,1.140000000000000000e+02,7.478142681868030550e+00
5.000000000000000000e+01,1.280000000000000000e+02,6.649407352701611984e+00
6.600000000000000000e+01,1.610000000000000000e+02,9.033488520799171084e+00
2.220000000000000000e+02,3.600000000000000000e+01,7.346333353706022251e+00
6.400000000000000000e+01,1.990000000000000000e+02,1.342203476563154396e+01
2.600000000000000000e+01,1.270000000000000000e+02,9.080120760727824702e+00
5.900000000000000000e+01,1.810000000000000000e+02,1.200744826783737551e+01
