col,row,snr
3.900000000000000000e+01,1.640000000000000000e+02,4.327117527323147250e+00
2.140000000000000000e+02,4.000000000000000000e+01,3.706571673214342777e+00
2.930000000000000000e+02,1.190000000000000000e+02,5.677707524609509449e+00
2.030000000000000000e+02,8.800000000000000000e+01,4.134732665536519747e+00
8.000000000000000000e+00,1.570000000000000000e+02,5.496463340850231916e+00
2.480000000000000000e+02,5.800000000000000000e+01,5.408329635363990917e+00
5.900000000000000000e+01,1.490000000000000000e+02,5.424435417998917153e+00
2.750000000000000000e+02,7.600000000000000000e+01,3.332329243349350101e+00
8.100000000000000000e+01,1.970000000000000000e+02,5.331089767194772122e+00
4.300000000000000000e+01,1.820000000000000000e+02,5.329989569707283437e+00
1.000000000000000000e+01,9.800000000000000000e+01,5.338218676775670524e+00
2.290000000000000000e+02,7.800000000000000000e+01,5.001545536533409830e+00
7.100000000000000000e+01,1.710000000000000000e+02,3.978366760026199600e+00
2.470000000000000000e+02,7.000000000000000000e+01,3.300437931733823493e+00
2.940000000000000000e+02,1.050000000000000000e+02,6.640226402393192728e+00
5.900000000000000000e+01,4.500000000000000000e+01,4.333073263290305732e+00
7.800000000000000000e+01,1.660000000000000000e+02,4.346476947407357905e+00
7.000000000000000000e+00,1.780000000000000000e+02,4.932953230282340229e+00
2.750000000000000000e+02,1.330000000000000000e+02,3.691889424531550112e+00
6.200000000000000000e+01,1.470000000000000000e+02,5.782150362787944253e+00
2.350000000000000000e+02,7.100000000000000000e+01,5.107435572825413495e+00
4.900000000000000000e+01,1.550000000000000000e+02,5.016458404746338751e+00
7.000000000000000000e+01,1.310000000000000000e+02,5.169841833091384231e+00
2.520000000000000000e+02,1.250000000000000000e+02,7.412123993111168652e+00
4.400000000000000000e+01,6.100000000000000000e+01,6.995904748194575085e+00
2.410000000000000000e+02,6.300000000000000000e+01,5.700224672488351629e+00
2.770000000000000000e+02,4.400000000000000000e+01,4.925118219990092250e+00
2.630000000000000000e+02,5.700000000000000000e+01,6.290856953679567098e+00
8.200000000000000000e+01,1.760000000000000000e+02,4.675785478418907459e+00
3.000000000000000000e+01,1.490000000000000000e+02,5.789762289934687445e+00
2.350000000000000000e+02,8.600000000000000000e+01,4.670990408051949316e+00
1.940000000000000000e+02,1.170000000000000000e+02,4.592673597532055396e+00
5.200000000000000000e+01,2.000000000000000000e+02,4.583936648999646479e+00
9.000000000000000000e+00,9.400000000000000000e+01,4.727626640722993656e+00
4.000000000000000000e+01,1.900000000000000000e+02,4.220155063348283164e+00
1.100000000000000000e+01,5.300000000000000000e+01,6.087638969906344677e+00
2.350000000000000000e+02,4.200000000000000000e+01,3.641838656625013382e+00
1.860000000000000000e+02,9.600000000000000000e+01,5.212922115027421199e+00
2.830000000000000000e+02,7.100000000000000000e+01,7.223862120220946537e+00
2.530000000000000000e+02,9.000000000000000000e+00,5.107941656284794796e+00
5.300000000000000000e+01,1.200000000000000000e+02,3.814256618857141401e+00
2.600000000000000000e+02,4.900000000000000000e+01,4.632931446003426323e+00
2.600000000000000000e+01,1.660000000000000000e+02,5.060731990126948077e+00
2.250000000000000000e+02,7.300000000000000000e+01,4.116993629985586267e+00
2.580000000000000000e+02,1.330000000000000000e+02,3.646937574718820407e+00
2.390000000000000000e+02,1.130000000000000000e+02,5.296840064412802640e+00
2.710000000000000000e+02,6.600000000000000000e+01,5.124970313397886557e+00
1.950000000000000000e+02,6.200000000000000000e+01,5.525557962114936217e+00
2.720000000000000000e+02,1.030000000000000000e+02,6.159052611347855866e+00
8.000000000000000000e+01,1.920000000000000000e+02,5.442090151426201672e+00
