col,row,snr
2.180000000000000000e+02,6.500000000000000000e+01,8.144596380388568591e+00
2.390000000000000000e+02,8.200000000000000000e+01,8.830140409672774027e+00
1.900000000000000000e+02,7.000000000000000000e+01,1.143319532037345709e+01
2.490000000000000000e+02,3.000000000000000000e+01,9.606324130279800144e+00
5.100000000000000000e+01,4.000000000000000000e+01,1.002371378431006654e+01
2.210000000000000000e+02,1.170000000000000000e+02,8.575187259074123602e+00
2.500000000000000000e+01,1.880000000000000000e+02,7.155002704431803195e+00
7.100000000000000000e+01,1.990000000000000000e+02,8.738201773483339707e+00
2.690000000000000000e+02,6.700000000000000000e+01,9.068985652406944098e+00
6.000000000000000000e+01,1.310000000000000000e+02,1.005758812248565803e+01
6.600000000000000000e+01,6.800000000000000000e+01,8.894124548801286778e+00
2.630000000000000000e+02,5.800000000000000000e+01,9.049821008945103884e+00
2.400000000000000000e+01,1.920000000000000000e+02,1.127541768902733033e+01
1.970000000000000000e+02,1.610000000000000000e+02,7.041512740300176709e+00
7.100000000000000000e+01,2.140000000000000000e+02,7.555013003289122508e+00
2.860000000000000000e+02,8.300000000000000000e+01,8.675125394588862449e+00
2.330000000000000000e+02,8.100000000000000000e+01,8.830422735670779844e+00
2.030000000000000000e+02,4.900000000000000000e+01,9.194360486301969004e+00
2.680000000000000000e+02,2.700000000000000000e+01,9.788737963410227394e+00
1.740000000000000000e+02,1.080000000000000000e+02,8.878098080666712022e+00
4.100000000000000000e+01,1.620000000000000000e+02,8.829886562425128815e+00
2.700000000000000000e+02,6.100000000000000000e+01,9.008411902879174704e+00
2.780000000000000000e+02,1.410000000000000000e+02,9.410313790779257559e+00
1.630000000000000000e+02,1.160000000000000000e+02,8.353606724201842582e+00
2.860000000000000000e+02,1.480000000000000000e+02,6.908593272076100078e+00
2.710000000000000000e+02,9.600000000000000000e+01,7.864125616213300418e+00
2.540000000000000000e+02,6.400000000000000000e+01,8.627695292631333501e+00
2.890000000000000000e+02,2.600000000000000000e+01,9.281559463650415509e+00
2.570000000000000000e+02,1.230000000000000000e+02,9.013318898809867363e+00
2.860000000000000000e+02,2.200000000000000000e+01,8.428257274951375777e+00
1.620000000000000000e+02,8.400000000000000000e+01,7.688934803530647955e+00
8.300000000000000000e+01,2.010000000000000000e+02,9.084141106567830803e+00
6.800000000000000000e+01,1.380000000000000000e+02,9.256149563059345553e+00
2.640000000000000000e+02,8.600000000000000000e+01,1.042980959821872666e+01
7.300000000000000000e+01,1.660000000000000000e+02,9.955125911831620655e+00
5.000000000000000000e+01,1.840000000000000000e+02,8.326061788414374831e+00
2.140000000000000000e+02,5.100000000000000000e+01,8.628365952688863416e+00
2.690000000000000000e+02,1.290000000000000000e+02,8.327019766718736449e+00
2.060000000000000000e+02,5.400000000000000000e+01,9.069572797799763109e+00
2.850000000000000000e+02,4.200000000000000000e+01,9.853039289962204350e+00
2.000000000000000000e+02,4.800000000000000000e+01,8.537007029794267510e+00
2.620000000000000000e+02,1.350000000000000000e+02,8.538888938965113695e+00
2.100000000000000000e+01,1.910000000000000000e+02,9.190648753210876265e+00
2.800000000000000000e+01,1.610000000000000000e+02,8.314970904892312831e+00
2.560000000000000000e+02,3.900000000000000000e+01,1.011307183935070064e+01
7.200000000000000000e+01,1.310000000000000000e+02,1.069775302237134085e+01
2.800000000000000000e+02,1.380000000000000000e+02,8.540716199738300318e+00
1.950000000000000000e+02,6.000000000000000000e+01,8.249049678911196892e+00
2.640000000000000000e+02,1.140000000000000000e+02,8.946888235993517569e+00
2.300000000000000000e+02,6.900000000000000000e+01,9.188568411278961179e+00
