col,row,snr
2.610000000000000000e+02,2.200000000000000000e+01,7.362073392544711048e+00
6.000000000000000000e+01,1.820000000000000000e+02,9.226221305376267168e+00
5.300000000000000000e+01,1.260000000000000000e+02,3.171303674790504346e+00
1.940000000000000000e+02,1.090000000000000000e+02,6.469503698903638522e+00
2.510000000000000000e+02,1.220000000000000000e+02,7.490472005473831629e+00
2.240000000000000000e+02,1.130000000000000000e+02,8.111914106190095453e+00
1.860000000000000000e+02,7.000000000000000000e+01,1.269886989732787796e+01
1.810000000000000000e+02,9.700000000000000000e+01,7.022941270776632550e+00
8.300000000000000000e+01,1.850000000000000000e+02,1.006528916264946361e+01
2.550000000000000000e+02,1.120000000000000000e+02,1.077903158116036053e+01
2.830000000000000000e+02,1.280000000000000000e+02,9.215797485369119357e+00
2.690000000000000000e+02,2.500000000000000000e+01,1.060937799099556145e+01
1.900000000000000000e+02,1.270000000000000000e+02,6.553907353697603355e+00
2.710000000000000000e+02,4.700000000000000000e+01,5.313769727741742166e+00
7.100000000000000000e+01,7.500000000000000000e+01,5.726691204372444943e+00
1.840000000000000000e+02,1.260000000000000000e+02,9.287796872431353989e+00
2.480000000000000000e+02,1.700000000000000000e+01,7.038465796287603382e+00
2.330000000000000000e+02,5.000000000000000000e+00,3.000000000000000000e+00
6.900000000000000000e+01,1.330000000000000000e+02,9.766765400492483096e+00
2.750000000000000000e+02,1.030000000000000000e+02,1.148796226741981386e+01
2.430000000000000000e+02,9.900000000000000000e+01,3.952422793921942734e+00
2.800000000000000000e+01,4.500000000000000000e+01,1.153363606845808143e+01
2.790000000000000000e+02,1.160000000000000000e+02,5.433040235399020368e+00
2.280000000000000000e+02,1.170000000000000000e+02,5.785920545283566696e+00
4.500000000000000000e+01,4.700000000000000000e+01,8.560799360729010488e+00
2.450000000000000000e+02,7.300000000000000000e+01,7.325295357225202864e+00
1.900000000000000000e+02,1.400000000000000000e+02,8.253556270568548570e+00
5.900000000000000000e+01,1.490000000000000000e+02,5.696710457340931733e+00
7.100000000000000000e+01,1.440000000000000000e+02,6.260419189752409963e+00
4.500000000000000000e+01,1.270000000000000000e+02,4.970339356573548528e+00
2.280000000000000000e+02,4.900000000000000000e+01,8.655625771622933229e+00
3.000000000000000000e+01,1.670000000000000000e+02,1.072303541373486802e+01
3.700000000000000000e+01,1.490000000000000000e+02,5.511350966466942225e+00
2.770000000000000000e+02,1.100000000000000000e+01,9.137701793068268685e+00
2.640000000000000000e+02,7.500000000000000000e+01,6.469454094301068992e+00
8.500000000000000000e+01,1.700000000000000000e+02,9.325315963131982855e+00
5.000000000000000000e+00,1.750000000000000000e+02,1.135310433064059055e+01
7.300000000000000000e+01,1.890000000000000000e+02,4.403757066800426223e+00
2.340000000000000000e+02,3.600000000000000000e+01,1.099955270739854996e+01
5.900000000000000000e+01,1.600000000000000000e+02,8.773841026570094570e+00
2.330000000000000000e+02,8.000000000000000000e+01,1.139658492492873698e+01
4.500000000000000000e+01,1.970000000000000000e+02,5.253760863062136188e+00
6.400000000000000000e+01,6.300000000000000000e+01,7.105895752141881516e+00
1.890000000000000000e+02,1.190000000000000000e+02,4.402109616947093684e+00
2.060000000000000000e+02,5.400000000000000000e+01,6.477133148406765351e+00
2.710000000000000000e+02,1.410000000000000000e+02,9.561284144268286767e+00
1.730000000000000000e+02,1.110000000000000000e+02,1.258009987772206983e+01
2.910000000000000000e+02,1.320000000000000000e+02,1.191970379894717524e+01
2.680000000000000000e+02,9.000000000000000000e+01,5.187476116327516706e+00
2.930000000000000000e+02,1.040000000000000000e+02,6.083247647815907655e+00
2.470000000000000000e+02,1.090000000000000000e+02,9.416400769995643572e+00
2.560000000000000000e+02,1.370000000000000000e+02,3.515555961417362596e+00
2.630000000000000000e+02,1.050000000000000000e+02,6.551694991341731722e+00
2.940000000000000000e+02,3.000000000000000000e+01,1.188444427624360422e+01
1.950000000000000000e+02,6.600000000000000000e+01,9.026183415332717175e+00
2.910000000000000000e+02,1.040000000000000000e+02,1.046511199898210265e+01
3.200000000000000000e+01,1.770000000000000000e+02,1.202589151227117270e+01
2.770000000000000000e+02,5.900000000000000000e+01,1.196593851456046487e+01
6.700000000000000000e+01,1.880000000000000000e+02,5.453303896165706988e+00
2.850000000000000000e+02,1.410000000000000000e+02,5.043641025938960354e+00
