col,row,snr
2.830000000000000000e+02,7.500000000000000000e+01,1.382971673872682494e+01
5.600000000000000000e+01,1.910000000000000000e+02,1.234004410499255755e+01
2.790000000000000000e+02,7.800000000000000000e+01,1.333830941692578875e+01
2.670000000000000000e+02,8.800000000000000000e+01,1.297411621107337965e+01
2.940000000000000000e+02,9.000000000000000000e+00,1.381027170125917536e+01
3.400000000000000000e+01,1.540000000000000000e+02,1.524541889453338150e+01
3.100000000000000000e+01,1.250000000000000000e+02,1.562343420312157605e+01
2.200000000000000000e+02,1.270000000000000000e+02,1.515069579889194884e+01
2.760000000000000000e+02,1.430000000000000000e+02,1.518639484569111531e+01
2.560000000000000000e+02,9.800000000000000000e+01,1.512183308612983623e+01
1.440000000000000000e+02,1.100000000000000000e+02,1.632046665394664942e+01
7.400000000000000000e+01,1.900000000000000000e+02,1.580096328432693120e+01
3.800000000000000000e+01,5.800000000000000000e+01,1.439041185074198737e+01
1.900000000000000000e+02,5.200000000000000000e+01,1.471144646637574027e+01
2.780000000000000000e+02,1.420000000000000000e+02,1.419655773180360114e+01
2.800000000000000000e+02,1.020000000000000000e+02,1.452995080372578585e+01
2.700000000000000000e+02,1.050000000000000000e+02,1.432209897250846709e+01
2.700000000000000000e+02,1.000000000000000000e+01,1.453827739881798387e+01
2.780000000000000000e+02,4.300000000000000000e+01,1.376284169091693066e+01
4.600000000000000000e+01,1.600000000000000000e+02,1.528225796053495067e+01
1.840000000000000000e+02,1.110000000000000000e+02,1.376874062396155729e+01
2.000000000000000000e+02,9.600000000000000000e+01,1.558042790576911685e+01
2.270000000000000000e+02,4.400000000000000000e+01,1.334296609626090024e+01
3.000000000000000000e+01,1.770000000000000000e+02,1.525793182715970175e+01
2.800000000000000000e+02,3.300000000000000000e+01,1.342975396516649589e+01
2.890000000000000000e+02,2.400000000000000000e+01,1.418479700130499666e+01
3.500000000000000000e+01,5.900000000000000000e+01,1.453175038624657134e+01
6.400000000000000000e+01,2.080000000000000000e+02,1.386785492698323452e+01
2.410000000000000000e+02,4.200000000000000000e+01,1.400029680184704084e+01
2.660000000000000000e+02,4.100000000000000000e+01,1.457348082553614610e+01
3.400000000000000000e+01,1.550000000000000000e+02,1.488680394043246480e+01
5.500000000000000000e+01,1.480000000000000000e+02,1.570849517989772082e+01
3.700000000000000000e+01,5.700000000000000000e+01,1.570689874006462361e+01
1.750000000000000000e+02,9.500000000000000000e+01,1.465506798215743700e+01
4.300000000000000000e+01,1.190000000000000000e+02,1.566779320674401887e+01
2.630000000000000000e+02,1.200000000000000000e+02,1.606023351148265377e+01
1.600000000000000000e+01,1.120000000000000000e+02,1.410209792883911817e+01
2.890000000000000000e+02,1.400000000000000000e+01,1.546226615493062795e+01
3.000000000000000000e+01,1.660000000000000000e+02,1.422382351418436208e+01
2.800000000000000000e+02,7.100000000000000000e+01,1.341609235612057205e+01
2.920000000000000000e+02,1.110000000000000000e+02,1.658088934455943431e+01
1.640000000000000000e+02,1.100000000000000000e+02,1.429563472500292320e+01
1.400000000000000000e+01,1.810000000000000000e+02,1.280982534880432766e+01
6.900000000000000000e+01,1.630000000000000000e+02,1.502119931780874929e+01
1.780000000000000000e+02,1.170000000000000000e+02,1.422755150849139305e+01
1.850000000000000000e+02,1.070000000000000000e+02,1.433898750538686961e+01
5.000000000000000000e+00,1.420000000000000000e+02,1.351939352667608496e+01
1.740000000000000000e+02,1.370000000000000000e+02,1.385313529700600377e+01
1.830000000000000000e+02,1.140000000000000000e+02,1.451590205014564283e+01
1.910000000000000000e+02,1.380000000000000000e+02,1.519218217243897406e+01
