col,row,snr
2.750000000000000000e+02,9.900000000000000000e+01,1.890251903882532503e+01
4.500000000000000000e+01,4.600000000000000000e+01,2.011091270751545679e+01
3.200000000000000000e+01,1.430000000000000000e+02,1.667856257791710206e+01
2.890000000000000000e+02,1.800000000000000000e+01,1.835571916786719626e+01
2.750000000000000000e+02,1.100000000000000000e+02,1.964897202654611519e+01
6.700000000000000000e+01,1.410000000000000000e+02,1.914476243054520666e+01
7.500000000000000000e+01,1.390000000000000000e+02,1.932991953984900491e+01
2.860000000000000000e+02,8.800000000000000000e+01,1.883663769366447127e+01
4.500000000000000000e+01,7.200000000000000000e+01,1.960426294693262506e+01
2.780000000000000000e+02,1.230000000000000000e+02,2.084439625818453123e+01
2.810000000000000000e+02,1.250000000000000000e+02,2.028849773415683089e+01
2.710000000000000000e+02,1.240000000000000000e+02,1.979341912426277261e+01
2.540000000000000000e+02,4.200000000000000000e+01,1.743602138294076198e+01
2.660000000000000000e+02,1.060000000000000000e+02,1.832008268942139750e+01
4.500000000000000000e+01,1.460000000000000000e+02,1.849784679331497017e+01
4.200000000000000000e+01,1.560000000000000000e+02,1.793305622857961623e+01
6.600000000000000000e+01,1.530000000000000000e+02,1.811734793987320558e+01
2.910000000000000000e+02,4.700000000000000000e+01,1.980051559928412530e+01
2.330000000000000000e+02,9.300000000000000000e+01,1.984199343219471245e+01
2.580000000000000000e+02,1.210000000000000000e+02,1.933571518780935250e+01
2.940000000000000000e+02,1.190000000000000000e+02,1.996492286145509354e+01
2.070000000000000000e+02,6.600000000000000000e+01,1.974894963934928782e+01
2.570000000000000000e+02,1.200000000000000000e+02,2.007080478592990147e+01
7.600000000000000000e+01,1.420000000000000000e+02,1.753597823421439372e+01
2.890000000000000000e+02,7.700000000000000000e+01,1.884720848769577373e+01
5.500000000000000000e+01,1.440000000000000000e+02,2.036831884138021564e+01
2.250000000000000000e+02,3.700000000000000000e+01,1.904172850575943343e+01
2.920000000000000000e+02,1.270000000000000000e+02,1.732116771251023479e+01
4.800000000000000000e+01,1.280000000000000000e+02,2.020531756942519763e+01
2.620000000000000000e+02,2.300000000000000000e+01,1.946082414187012688e+01
2.550000000000000000e+02,1.270000000000000000e+02,1.749620593860879580e+01
2.580000000000000000e+02,7.800000000000000000e+01,2.002318186603262617e+01
2.930000000000000000e+02,2.700000000000000000e+01,1.889745875152075527e+01
1.000000000000000000e+01,1.750000000000000000e+02,2.027096422889117733e+01
2.420000000000000000e+02,4.400000000000000000e+01,1.832163571791955903e+01
2.700000000000000000e+02,1.230000000000000000e+02,1.769810764631418465e+01
7.100000000000000000e+01,1.780000000000000000e+02,1.835702246327119980e+01
6.800000000000000000e+01,1.090000000000000000e+02,1.892972914692007080e+01
1.600000000000000000e+01,1.580000000000000000e+02,1.883751114638055313e+01
2.660000000000000000e+02,1.010000000000000000e+02,1.865244857927376287e+01
2.770000000000000000e+02,2.400000000000000000e+01,1.974521760180835273e+01
5.300000000000000000e+01,1.760000000000000000e+02,1.900388369934488964e+01
1.800000000000000000e+01,1.490000000000000000e+02,2.024277481206709695e+01
1.950000000000000000e+02,7.500000000000000000e+01,1.843307725182051726e+01
1.940000000000000000e+02,6.700000000000000000e+01,1.953255902909659625e+01
2.540000000000000000e+02,3.400000000000000000e+01,1.877894305394054442e+01
6.500000000000000000e+01,1.410000000000000000e+02,1.877266543712788760e+01
2.930000000000000000e+02,1.350000000000000000e+02,1.980733390923517945e+01
1.990000000000000000e+02,1.070000000000000000e+02,1.662813812880298059e+01
5.400000000000000000e+01,6.600000000000000000e+01,2.162098497556495147e+01
